UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
8578,65432155757,654321,297.6,308.3,1502,43.2,139,0,0
8579,65432155758,654321,297.5,308.2,1489,40.7,141,0,0
8580,78912323439,789123,297.4,308.1,1620,31.2,143,0,0
8581,65432155760,654321,297.5,308.1,1631,30.6,146,0,0
8582,78912323441,789123,297.5,308,1429,45.8,148,0,0
8583,78912323442,789123,297.5,308.1,1334,72,151,1,1
8584,65432155763,654321,297.4,308,1423,38,154,0,0
8585,65432155764,654321,297.4,307.9,1390,47.7,156,0,0
8586,78912323445,789123,297.4,307.9,1338,48.5,158,0,0
8587,12345638000,123456,297.3,307.9,1461,37.5,161,0,0
8588,78912323447,789123,297.4,307.9,1627,34.3,166,0,0
8589,65432155768,654321,297.3,307.8,1385,44.4,169,0,0
8590,78912323449,789123,297.3,307.8,1538,48,171,0,0
8591,65432155770,654321,297.4,307.9,1557,35.5,174,0,0
8592,65432155771,654321,297.4,307.9,1606,33.4,176,0,0
8593,78912323452,789123,297.5,308,1430,44.5,178,0,0
8594,78912323453,789123,297.4,308,1601,34.6,181,0,0
8595,65432155774,654321,297.4,308,1356,51.9,184,0,0
8596,78912323455,789123,297.5,308.2,1624,30.9,186,0,0
8597,65432155776,654321,297.5,308.2,1327,56.5,189,0,0
8598,65432155777,654321,297.6,308.3,1410,47,191,0,0
8599,65432155778,654321,297.6,308.3,1478,42.3,193,0,0
8600,65432155779,654321,297.6,308.4,1460,40.3,195,0,0
8601,65432155780,654321,297.5,308.3,1435,40.3,197,0,0
8602,12345638015,123456,297.4,308.2,1359,46.9,199,0,0
8603,65432155782,654321,297.4,308.1,1729,31.7,204,0,0
8604,12345638017,123456,297.3,308,1384,49.1,206,0,0
8605,65432155784,654321,297.4,308.2,1297,52.1,211,0,0
8606,65432155785,654321,297.5,308.4,1633,33.3,213,0,0
8607,78912323466,789123,297.5,308.4,1505,37.2,215,0,0
8608,65432155787,654321,297.5,308.4,1433,50,218,0,0
8609,65432155788,654321,297.4,308.4,1369,50.6,220,1,2
8610,65432155789,654321,297.4,308.3,1475,40.5,222,1,3
8611,65432155790,654321,297.4,308.3,1561,38.3,0,0,0
8612,65432155791,654321,297.4,308.3,1472,45.5,2,0,0
8613,65432155792,654321,297.5,308.4,1441,44.5,4,0,0
8614,78912323473,789123,297.5,308.5,1401,50.5,6,0,0
8615,65432155794,654321,297.5,308.5,1691,33.1,9,0,0
8616,65432155795,654321,297.6,308.6,1382,47.1,11,0,0
8617,65432155796,654321,297.6,308.6,1355,46.4,13,0,0
8618,65432155797,654321,297.6,308.6,1529,45.3,15,0,0
8619,65432155798,654321,297.7,308.7,1829,24.9,17,0,0
8620,12345638033,123456,297.6,308.6,1480,39.8,19,0,0
8621,65432155800,654321,297.6,308.5,1475,42.4,24,0,0
8622,78912323481,789123,297.6,308.5,1431,52.6,26,0,0
8623,65432155802,654321,297.5,308.3,1437,42.3,29,0,0
8624,78912323483,789123,297.5,308.3,1476,45.6,31,0,0
8625,12345638038,123456,297.5,308.4,1490,39.7,34,0,0
8626,65432155805,654321,297.4,308.3,1632,33.5,39,0,0
8627,65432155806,654321,297.4,308.2,1402,49.7,41,0,0
8628,65432155807,654321,297.4,308.3,1347,45.8,43,0,0
8629,65432155808,654321,297.5,308.4,1747,31,45,0,0
8630,12345638043,123456,297.5,308.5,1557,39.1,47,0,0
8631,65432155810,654321,297.4,308.4,1371,57.4,52,0,0
8632,12345638045,123456,297.3,308.3,1506,37,54,0,0
8633,65432155812,654321,297.3,308.3,1590,35.5,59,0,0
8634,65432155813,654321,297.4,308.3,1336,53.7,61,0,0
8635,65432155814,654321,297.3,308.3,1411,43.2,63,0,0
8636,65432155815,654321,297.4,308.3,1704,27.3,65,0,0
8637,65432155816,654321,297.5,308.4,1723,27.3,67,0,0
8638,65432155817,654321,297.5,308.5,1459,39.7,69,0,0
8639,65432155818,654321,297.6,308.5,1572,35.9,71,0,0
8640,65432155819,654321,297.5,308.4,1384,56,73,0,0
8641,65432155820,654321,297.6,308.6,1383,47.5,75,0,0
8642,78912323501,789123,297.6,308.5,1360,48.6,77,0,0
8643,78912323502,789123,297.5,308.4,1596,36.6,80,0,0
8644,65432155823,654321,297.5,308.5,1448,54.3,83,0,0
8645,78912323504,789123,297.6,308.5,1443,38.2,85,0,0
8646,78912323505,789123,297.6,308.6,1492,35.5,88,0,0
8647,65432155826,654321,297.5,308.6,1497,43.9,91,0,0
8648,65432155827,654321,297.5,308.5,1530,38.5,93,0,0
8649,78912323508,789123,297.4,308.4,1478,46.2,95,0,0
8650,65432155829,654321,297.4,308.4,1328,61.8,98,0,0
8651,12345638064,123456,297.4,308.3,1771,27.4,100,0,0
8652,78912323511,789123,297.4,308.4,1564,35,105,0,0
8653,12345638066,123456,297.3,308.3,1461,41.5,108,0,0
8654,78912323513,789123,297.4,308.3,1335,57.9,113,0,0
8655,78912323514,789123,297.4,308.4,1441,46.8,116,0,0
8656,65432155835,654321,297.3,308.3,1268,60.6,119,0,0
8657,78912323516,789123,297.3,308.3,1697,27.4,121,0,0
8658,65432155837,654321,297.4,308.4,1421,46,124,0,0
8659,65432155838,654321,297.4,308.5,1496,36.4,126,0,0
8660,65432155839,654321,297.5,308.5,1375,55.6,128,0,0
8661,65432155840,654321,297.4,308.5,1295,52.1,130,0,0
8662,65432155841,654321,297.4,308.5,1643,33.8,132,0,0
8663,65432155842,654321,297.5,308.6,1514,36.9,134,0,0
8664,65432155843,654321,297.5,308.6,1671,29.4,136,0,0
8665,12345638078,123456,297.5,308.6,1355,58.9,138,0,0
8666,65432155845,654321,297.6,308.7,1365,50.6,143,0,0
8667,65432155846,654321,297.5,308.7,1407,42.5,145,0,0
8668,78912323527,789123,297.5,308.8,1455,46.1,147,0,0
8669,65432155848,654321,297.5,308.8,1502,45.9,150,0,0
8670,78912323529,789123,297.5,308.8,1471,52.3,152,0,0
8671,65432155850,654321,297.5,308.9,1581,30.4,155,0,0
8672,65432155851,654321,297.5,308.8,1530,37.8,157,0,0
8673,65432155852,654321,297.5,308.8,1312,50.3,159,0,0
8674,65432155853,654321,297.4,308.6,1494,42.6,161,0,0
8675,78912323534,789123,297.4,308.6,1528,29.1,163,0,0
8676,12345638089,123456,297.3,308.6,1688,29.4,166,0,0
8677,78912323536,789123,297.3,308.5,1520,42.4,171,0,0
8678,78912323537,789123,297.3,308.5,1664,28.9,174,0,0
8679,65432155858,654321,297.3,308.5,1514,44.5,177,0,0
8680,65432155859,654321,297.3,308.5,1456,54.2,179,0,0
8681,65432155860,654321,297.2,308.5,1494,39.6,181,0,0
8682,65432155861,654321,297.2,308.4,1605,30,183,0,0
8683,78912323542,789123,297.2,308.5,1353,46.5,185,0,0
8684,65432155863,654321,297.2,308.5,1447,47.9,188,0,0
8685,65432155864,654321,297.2,308.5,1588,40.4,190,0,0
8686,12345638099,123456,297.2,308.5,1524,41.4,192,0,0
8687,78912323546,789123,297.2,308.5,1611,31.6,197,0,0
8688,78912323547,789123,297.2,308.5,1604,34.9,200,0,0
8689,65432155868,654321,297.1,308.5,1483,46.9,203,0,0
8690,65432155869,654321,297.1,308.4,1543,39.6,205,0,0
8691,65432155870,654321,297.1,308.5,1323,44.4,207,1,3
8692,65432155871,654321,297.1,308.5,1555,36.2,0,0,0
8693,65432155872,654321,297.1,308.4,1583,31.9,2,0,0
8694,78912323553,789123,297.2,308.5,1584,40,4,0,0
8695,65432155874,654321,297.2,308.5,1766,25.8,7,0,0
8696,78912323555,789123,297.2,308.6,1498,44.4,9,0,0
8697,65432155876,654321,297.2,308.6,1413,49.8,12,0,0
8698,65432155877,654321,297.3,308.6,1505,33.5,14,0,0
8699,12345638112,123456,297.3,308.7,1438,46.2,16,0,0
8700,78912323559,789123,297.3,308.7,1655,34.1,21,0,0
8701,78912323560,789123,297.3,308.7,1451,43.8,24,0,0
8702,78912323561,789123,297.3,308.7,1466,38.4,27,0,0
8703,65432155882,654321,297.2,308.6,1774,23,30,0,0
8704,78912323563,789123,297.2,308.6,1284,51.3,32,0,0
8705,65432155884,654321,297.1,308.5,1425,40,35,0,0
8706,65432155885,654321,297.2,308.6,1437,52.4,37,0,0
8707,65432155886,654321,297.2,308.6,1335,53,39,0,0
8708,65432155887,654321,297.2,308.5,1471,41.7,41,0,0
8709,78912323568,789123,297.2,308.5,1364,54,43,0,0
8710,65432155889,654321,297.1,308.5,1578,35.6,46,0,0
8711,65432155890,654321,297.1,308.5,1712,32.1,48,0,0
8712,65432155891,654321,297.1,308.5,1733,28.7,50,0,0
8713,65432155892,654321,297.2,308.6,1652,32.1,52,0,0
8714,65432155893,654321,297.2,308.6,1917,24.1,54,0,0
8715,78912323574,789123,297.2,308.6,1444,41.1,56,0,0
8716,65432155895,654321,297.1,308.6,1442,37.1,59,0,0
8717,78912323576,789123,297.1,308.6,1717,31.3,61,0,0
8718,65432155897,654321,297.1,308.7,1474,42.3,64,0,0
8719,65432155898,654321,297.2,308.7,1509,39.3,66,0,0
8720,65432155899,654321,297.2,308.8,1451,43.1,68,0,0
8721,65432155900,654321,297.3,308.8,1554,36.1,70,0,0
8722,65432155901,654321,297.2,308.7,1669,30.7,72,0,0
8723,65432155902,654321,297.2,308.6,1366,50.4,74,0,0
8724,65432155903,654321,297.2,308.6,1578,34.4,76,0,0
8725,78912323584,789123,297.2,308.6,1513,39,78,0,0
8726,78912323585,789123,297.1,308.5,1515,42.1,81,0,0
8727,65432155906,654321,297.2,308.6,1562,33,84,0,0
8728,65432155907,654321,297.2,308.7,1501,38.5,86,0,0
8729,78912323588,789123,297.2,308.7,1398,38.1,88,0,0
8730,65432155909,654321,297.3,308.7,1352,53.8,91,0,0
8731,12345638144,123456,297.3,308.7,1569,33.9,93,0,0
8732,12345638145,123456,297.2,308.6,1486,46.6,98,0,0
8733,65432155912,654321,297.2,308.6,1864,23.6,103,0,0
8734,78912323593,789123,297.3,308.7,1447,44.5,105,0,0
8735,65432155914,654321,297.2,308.6,1392,41.5,108,0,0
8736,65432155915,654321,297.3,308.6,1358,47.6,110,0,0
8737,65432155916,654321,297.3,308.7,1491,40.2,112,0,0
8738,65432155917,654321,297.3,308.7,1556,36.7,114,0,0
8739,65432155918,654321,297.3,308.7,1531,36.7,116,0,0
8740,12345638153,123456,297.4,308.7,1429,37.6,118,0,0
8741,78912323600,789123,297.4,308.8,1573,33.9,123,0,0
8742,65432155921,654321,297.4,308.8,1538,41.2,126,0,0
8743,65432155922,654321,297.4,308.8,1467,39,128,0,0
8744,12345638157,123456,297.4,308.7,1323,51.1,130,0,0
8745,78912323604,789123,297.4,308.7,1798,23,135,0,0
8746,65432155925,654321,297.4,308.6,1411,46.3,138,0,0
8747,65432155926,654321,297.3,308.5,1528,44.5,140,0,0
8748,65432155927,654321,297.3,308.5,1504,42,142,0,0
8749,65432155928,654321,297.3,308.5,1384,39.6,144,0,0
8750,65432155929,654321,297.2,308.4,1677,26.4,146,0,0
8751,65432155930,654321,297.3,308.5,1764,30.8,148,0,0
8752,78912323611,789123,297.4,308.5,1472,42,150,0,0
8753,78912323612,789123,297.4,308.5,1465,55.9,153,0,0
8754,78912323613,789123,297.4,308.6,1657,33.1,156,0,0
8755,65432155934,654321,297.4,308.6,1635,30.5,159,0,0
8756,78912323615,789123,297.4,308.7,1582,31.9,161,0,0
8757,65432155936,654321,297.5,308.7,1761,26.2,164,0,0
8758,65432155937,654321,297.5,308.8,1587,34.9,166,0,0
8759,78912323618,789123,297.5,308.7,1446,53,168,0,0
8760,78912323619,789123,297.5,308.7,1352,53,171,0,0
8761,78912323620,789123,297.4,308.7,1392,46.4,174,0,0
8762,65432155941,654321,297.5,308.8,1417,49.8,177,0,0
8763,12345638176,123456,297.5,308.8,1824,24,179,0,0
8764,65432155943,654321,297.5,308.8,1603,36.7,184,0,0
8765,65432155944,654321,297.4,308.8,1620,33.4,186,0,0
8766,65432155945,654321,297.4,308.8,1353,49.4,188,0,0
8767,65432155946,654321,297.5,308.8,1360,50.7,190,0,0
8768,65432155947,654321,297.5,308.6,1380,53.5,192,0,0
8769,78912323628,789123,297.5,308.7,1363,53.6,194,0,0
8770,78912323629,789123,297.4,308.6,1452,41.2,197,0,0
8771,65432155950,654321,297.4,308.6,1680,32.8,200,0,0
8772,65432155951,654321,297.5,308.6,1536,39,202,0,0
8773,65432155952,654321,297.5,308.6,1621,28.9,0,0,0
8774,65432155953,654321,297.5,308.6,1585,37.6,2,0,0
8775,78912323634,789123,297.6,308.7,1408,51.5,4,0,0
8776,12345638189,123456,297.5,308.6,1536,38.7,7,0,0
8777,65432155956,654321,297.5,308.6,1352,52.6,12,0,0
8778,12345638191,123456,297.5,308.6,1481,38.8,14,0,0
8779,65432155958,654321,297.5,308.7,1454,45,19,0,0
8780,78912323639,789123,297.5,308.6,1349,51.5,21,0,0
8781,78912323640,789123,297.5,308.6,1327,52.1,24,0,0
8782,65432155961,654321,297.6,308.7,1552,42.3,27,0,0
8783,65432155962,654321,297.5,308.7,1456,44.7,29,0,0
8784,78912323643,789123,297.6,308.6,1254,45.8,31,0,0
8785,65432155964,654321,297.5,308.6,1437,43.3,34,0,0
8786,65432155965,654321,297.5,308.6,1694,27.1,36,0,0
8787,65432155966,654321,297.5,308.5,1306,50.7,38,0,0
8788,78912323647,789123,297.5,308.5,1699,30.1,40,0,0
8789,65432155968,654321,297.4,308.5,1369,53.2,43,0,0
8790,65432155969,654321,297.4,308.5,1471,43.9,45,0,0
8791,65432155970,654321,297.4,308.5,1410,43.9,47,0,0
8792,78912323651,789123,297.4,308.5,1412,45.5,49,0,0
8793,65432155972,654321,297.4,308.5,1418,51.2,52,0,0
8794,65432155973,654321,297.4,308.5,1782,25.9,54,0,0
8795,78912323654,789123,297.4,308.5,1497,36.4,56,0,0
8796,65432155975,654321,297.3,308.4,1459,39.4,59,0,0
8797,65432155976,654321,297.2,308.3,1796,23.8,61,0,0
8798,65432155977,654321,297.2,308.3,1569,31.2,63,0,0
8799,65432155978,654321,297.3,308.4,1469,46.7,65,0,0
8800,65432155979,654321,297.3,308.4,1472,41.3,67,0,0
8801,65432155980,654321,297.4,308.5,1475,47.2,69,0,0
8802,65432155981,654321,297.4,308.6,1488,36.4,71,0,0
8803,65432155982,654321,297.4,308.6,1524,43.1,73,0,0
8804,65432155983,654321,297.4,308.5,1486,48.6,75,0,0
8805,78912323664,789123,297.5,308.6,1255,60.7,77,0,0
8806,78912323665,789123,297.4,308.6,1469,42.6,80,0,0
8807,65432155986,654321,297.4,308.5,1692,34.3,83,0,0
8808,78912323667,789123,297.4,308.6,1604,32.8,85,0,0
8809,65432155988,654321,297.4,308.6,1446,48.1,88,0,0
8810,65432155989,654321,297.3,308.5,1503,43.3,90,0,0
8811,78912323670,789123,297.3,308.5,1625,32.8,92,0,0
8812,65432155991,654321,297.2,308.5,1574,35.8,95,0,0
8813,78912323672,789123,297.2,308.4,1378,41.9,97,0,0
8814,65432155993,654321,297.1,308.4,1693,29.5,100,0,0
8815,65432155994,654321,297.2,308.4,1462,51.2,102,0,0
8816,12345638229,123456,297.3,308.5,1435,55,104,0,0
8817,78912323676,789123,297.2,308.5,1425,45.8,109,0,0
8818,12345638231,123456,297.3,308.6,1376,53.5,112,0,0
8819,78912323678,789123,297.4,308.7,1481,48,117,0,0
8820,12345638233,123456,297.4,308.7,1349,48.9,120,0,0
8821,65432156000,654321,297.3,308.7,1551,40,125,0,0
8822,12345638235,123456,297.4,308.7,1623,33.8,127,0,0
8823,65432156002,654321,297.4,308.8,1462,49.7,132,0,0
8824,78912323683,789123,297.3,308.8,1447,57.4,134,0,0
8825,78912323684,789123,297.3,308.9,1799,24.5,137,0,0
8826,78912323685,789123,297.3,308.8,1548,41.3,140,0,0
8827,78912323686,789123,297.2,308.8,1485,47.9,143,0,0
8828,65432156007,654321,297.2,308.7,1463,49.9,146,0,0
8829,65432156008,654321,297.3,308.7,1587,35.8,148,0,0
8830,78912323689,789123,297.3,308.8,1469,44.1,150,0,0
8831,12345638244,123456,297.3,308.7,1430,42.8,153,0,0
8832,12345638245,123456,297.4,308.7,1726,26.8,158,0,0
8833,65432156012,654321,297.4,308.8,1651,34.1,163,0,0
8834,65432156013,654321,297.4,308.8,1529,41.3,165,0,0
8835,65432156014,654321,297.4,308.8,1473,46.2,167,0,0
8836,12345638249,123456,297.4,308.8,1324,53.5,169,0,0
8837,65432156016,654321,297.4,308.9,1708,28.8,174,0,0
8838,78912323697,789123,297.5,309.1,1540,38.5,176,0,0
8839,65432156018,654321,297.5,309,1320,54.7,179,0,0
8840,78912323699,789123,297.4,308.9,1376,39,181,0,0
8841,78912323700,789123,297.3,308.7,1542,37,184,0,0
8842,65432156021,654321,297.3,308.7,1506,39.3,187,0,0
8843,65432156022,654321,297.3,308.7,1492,43.6,189,0,0
8844,12345638257,123456,297.3,308.8,1564,38,191,0,0
8845,12345638258,123456,297.4,308.9,1645,30.8,196,0,0
8846,78912323705,789123,297.4,308.9,1348,59.1,201,0,0
8847,78912323706,789123,297.4,308.8,1325,62.4,204,1,3
8848,65432156027,654321,297.5,308.9,1443,43.5,0,0,0
8849,78912323708,789123,297.5,308.9,1436,44.8,2,0,0
8850,65432156029,654321,297.5,308.9,1596,30.7,5,0,0
8851,65432156030,654321,297.6,309,1491,43.2,7,0,0
8852,78912323711,789123,297.7,308.9,1573,35.1,9,0,0
8853,65432156032,654321,297.7,308.9,1575,39.9,12,0,0
8854,65432156033,654321,297.7,308.9,1458,41.1,14,0,0
8855,78912323714,789123,297.7,309,1433,41.8,16,0,0
8856,65432156035,654321,297.7,308.9,1662,28.1,19,0,0
8857,78912323716,789123,297.7,308.9,1327,63.7,21,0,0
8858,65432156037,654321,297.7,308.9,1742,26.3,24,0,0
8859,65432156038,654321,297.8,308.9,1506,33.5,26,0,0
8860,65432156039,654321,297.9,309.1,1457,44.4,28,0,0
8861,78912323720,789123,297.9,309.1,1488,37.3,30,0,0
8862,65432156041,654321,297.9,309.1,1619,34.7,33,0,0
8863,78912323722,789123,298,309.2,1558,41.7,35,0,0
8864,65432156043,654321,298,309.2,1731,28.7,38,0,0
8865,78912323724,789123,298,309.1,1574,34.8,40,0,0
8866,65432156045,654321,297.9,309,1290,49.8,43,0,0
8867,12345638280,123456,297.9,308.9,1416,39.6,45,0,0
8868,65432156047,654321,297.9,308.9,1566,41.9,50,0,0
8869,65432156048,654321,297.9,309,1456,46.5,52,0,0
8870,65432156049,654321,297.9,309,1528,37.5,54,0,0
8871,78912323730,789123,297.9,309.1,1338,49.6,56,0,0
8872,78912323731,789123,297.9,309.1,1558,39.2,59,0,0
8873,78912323732,789123,297.9,309.1,1614,38.1,62,0,0
8874,12345638287,123456,298,309.1,1557,36.4,65,0,0
8875,65432156054,654321,298.1,309.3,1443,45.3,70,0,0
8876,12345638289,123456,298.1,309.3,1332,51,72,0,0
8877,78912323736,789123,298.1,309.3,1752,25.2,77,0,0
8878,78912323737,789123,298.1,309.2,1460,45.8,80,0,0
8879,65432156058,654321,298.1,309.2,1802,26.9,83,0,0
8880,65432156059,654321,298,309.2,1527,39.5,85,0,0
8881,65432156060,654321,298,309.2,1458,39.8,87,0,0
8882,12345638295,123456,298,309.2,1520,37.9,89,0,0
8883,65432156062,654321,298,309.2,1378,49.7,94,0,0
8884,78912323743,789123,297.9,309.2,1529,38.1,96,0,0
8885,65432156064,654321,298,309.2,1527,32.4,99,0,0
8886,78912323745,789123,298,309.2,1438,42.9,101,0,0
8887,65432156066,654321,297.9,309,1583,36.7,104,0,0
8888,65432156067,654321,297.8,308.9,1530,37.6,106,0,0
8889,78912323748,789123,297.7,308.9,1530,39.1,108,0,0
8890,78912323749,789123,297.7,308.8,2089,19.1,111,0,0
8891,65432156070,654321,297.7,308.8,1616,34.2,114,0,0
8892,78912323751,789123,297.7,308.9,1681,28.3,116,0,0
8893,65432156072,654321,297.6,308.8,1475,43,119,0,0
8894,65432156073,654321,297.5,308.7,1371,46.5,121,0,0
8895,78912323754,789123,297.5,308.7,1546,38,123,0,0
8896,12345638309,123456,297.4,308.6,1461,40.1,126,0,0
8897,65432156076,654321,297.4,308.7,1638,31.9,131,0,0
8898,78912323757,789123,297.3,308.7,1577,35.6,133,0,0
8899,65432156078,654321,297.4,308.6,1532,38.7,136,0,0
8900,78912323759,789123,297.3,308.5,1710,27.7,138,0,0
8901,78912323760,789123,297.3,308.6,1584,29.4,141,0,0
8902,65432156081,654321,297.3,308.6,1446,50.1,144,0,0
8903,12345638316,123456,297.4,308.7,1522,46.3,146,0,0
8904,78912323763,789123,297.4,308.7,1382,49.9,151,0,0
8905,65432156084,654321,297.4,308.7,1584,38.2,154,0,0
8906,65432156085,654321,297.3,308.6,1385,55.2,156,0,0
8907,65432156086,654321,297.3,308.7,1592,34.4,158,0,0
8908,78912323767,789123,297.2,308.6,1404,43.7,160,0,0
8909,65432156088,654321,297.2,308.5,1518,44.3,163,0,0
8910,65432156089,654321,297.1,308.4,1529,40.4,165,0,0
8911,65432156090,654321,297.1,308.4,1550,37,167,0,0
8912,65432156091,654321,297.1,308.3,1773,23.8,169,0,0
8913,65432156092,654321,297.2,308.5,1446,43.7,171,0,0
8914,78912323773,789123,297.2,308.5,1487,46.9,173,0,0
8915,78912323774,789123,297.3,308.5,1524,49.3,176,0,0
8916,65432156095,654321,297.1,308.3,1403,54.1,179,0,0
8917,65432156096,654321,297.1,308.2,2267,15.7,181,0,0
8918,78912323777,789123,297.1,308.2,1529,37.9,183,0,0
8919,65432156098,654321,297.1,308.2,1402,51.2,186,0,0
8920,65432156099,654321,297.2,308.3,1693,28,188,0,0
8921,65432156100,654321,297.1,308.3,1496,45.8,190,0,0
8922,65432156101,654321,297.1,308.1,1633,33.3,192,0,0
8923,65432156102,654321,297.1,308.2,1399,42.6,194,0,0
8924,78912323783,789123,297,308.1,1363,45.3,196,0,0
8925,12345638338,123456,297.1,308.2,1527,42.2,199,0,0
8926,78912323785,789123,297.2,308.2,1405,42.5,204,0,0
8927,78912323786,789123,297.3,308.3,1459,59.6,207,1,1
8928,78912323787,789123,297.4,308.4,1789,25,210,0,0
8929,65432156108,654321,297.4,308.4,1531,41.5,213,0,0
8930,78912323789,789123,297.4,308.4,1620,35.8,215,0,0
8931,65432156110,654321,297.4,308.4,1571,39.4,0,0,0
8932,65432156111,654321,297.4,308.4,1434,39.9,2,0,0
8933,65432156112,654321,297.4,308.4,1474,43.6,4,0,0
8934,78912323793,789123,297.3,308.3,1544,41.7,6,0,0
8935,65432156114,654321,297.3,308.2,1601,35.7,9,0,0
8936,65432156115,654321,297.4,308.3,1801,26.9,11,0,0
8937,65432156116,654321,297.4,308.3,1465,42,13,0,0
8938,78912323797,789123,297.4,308.4,1340,52.6,15,0,0
8939,78912323798,789123,297.4,308.4,1517,41,18,0,0
8940,78912323799,789123,297.3,308.4,1434,44.8,21,0,0
8941,12345638354,123456,297.3,308.3,1935,19.3,24,0,0
8942,78912323801,789123,297.3,308.3,1595,32.2,29,0,0
8943,65432156122,654321,297.3,308.3,2188,17,32,0,0
8944,78912323803,789123,297.3,308.4,1449,44.4,34,0,0
8945,65432156124,654321,297.3,308.3,1471,38.2,37,0,0
8946,65432156125,654321,297.4,308.2,1639,33.8,39,0,0
8947,78912323806,789123,297.3,308.2,1846,24.5,41,0,0
8948,78912323807,789123,297.3,308.2,1452,38.2,44,0,0
8949,78912323808,789123,297.4,308.3,1483,41.9,47,0,0
8950,65432156129,654321,297.4,308.3,1284,60.3,50,0,0
8951,65432156130,654321,297.4,308.2,1419,50,52,0,0
8952,65432156131,654321,297.3,308.1,1763,28.4,54,0,0
8953,78912323812,789123,297.2,308,1478,42.5,56,0,0
8954,65432156133,654321,297.3,308,1518,36,59,0,0
8955,65432156134,654321,297.3,308,1447,49,61,0,0
8956,78912323815,789123,297.4,308,1355,55.1,63,0,0
8957,65432156136,654321,297.4,308.1,1348,57.4,66,0,0
8958,65432156137,654321,297.4,308.1,1348,53.7,68,0,0
8959,78912323818,789123,297.4,308.1,1734,27.7,70,0,0
8960,65432156139,654321,297.3,308,1420,46.5,73,0,0
8961,65432156140,654321,297.3,307.9,1797,24.7,75,0,0
8962,78912323821,789123,297.3,308,1403,45,77,0,0
8963,65432156142,654321,297.3,307.9,1628,30.2,80,0,0
8964,78912323823,789123,297.2,307.9,1687,30.4,82,0,0
8965,78912323824,789123,297.2,307.9,1456,44.9,85,0,0
8966,65432156145,654321,297.1,307.9,1496,44.7,88,0,0
8967,65432156146,654321,297.1,307.8,1636,30.3,90,0,0
8968,65432156147,654321,297.1,307.8,1536,40.4,92,0,0
8969,65432156148,654321,297.1,307.8,1454,50.6,94,0,0
8970,65432156149,654321,297,307.8,1396,50,96,0,0
8971,65432156150,654321,297,307.6,1575,37.4,98,0,0
8972,65432156151,654321,296.9,307.6,1514,35.7,100,0,0
8973,78912323832,789123,296.8,307.4,1455,49.9,102,0,0
8974,65432156153,654321,296.8,307.4,1549,48.3,105,0,0
8975,65432156154,654321,296.8,307.5,1474,42.4,107,0,0
8976,12345638389,123456,296.7,307.4,1661,34.2,109,0,0
8977,65432156156,654321,296.7,307.4,1535,34.6,114,0,0
8978,78912323837,789123,296.9,307.5,1556,31.2,116,0,0
8979,65432156158,654321,296.9,307.6,1435,45,119,0,0
8980,78912323839,789123,296.9,307.5,1332,51.1,121,0,0
8981,65432156160,654321,297,307.6,1513,42.4,124,0,0
8982,65432156161,654321,297,307.7,1502,39.4,126,0,0
8983,65432156162,654321,297,307.7,1315,60.1,128,0,0
8984,78912323843,789123,297,307.7,1261,51.1,130,0,0
8985,65432156164,654321,297.1,307.8,1406,60.4,133,0,0
8986,65432156165,654321,297.1,307.8,1584,42.3,135,0,0
8987,78912323846,789123,297.1,307.8,1443,43.9,137,0,0
8988,65432156167,654321,297.2,307.9,1580,35.8,140,0,0
8989,65432156168,654321,297.2,307.9,1825,24.6,142,0,0
8990,65432156169,654321,297.2,307.9,1469,48.2,144,0,0
8991,65432156170,654321,297.2,307.9,1493,38.4,146,0,0
8992,78912323851,789123,297.3,308,1598,29.4,148,0,0
8993,12345638406,123456,297.2,307.9,1450,37.2,151,0,0
8994,78912323853,789123,297.2,307.9,1632,37.5,156,0,0
8995,78912323854,789123,297.1,307.9,1980,20.3,159,0,0
8996,65432156175,654321,297.2,308,1474,43.7,162,0,0
8997,65432156176,654321,297.2,307.9,1540,37.1,164,0,0
8998,78912323857,789123,297.1,307.9,1609,38.9,166,0,0
8999,65432156178,654321,297.1,308,1467,42.8,169,0,0
9000,65432156179,654321,297.1,307.9,1492,39.4,171,0,0
9001,65432156180,654321,297,307.9,1493,46.1,173,0,0
9002,65432156181,654321,297,307.8,1500,39.9,175,0,0
9003,65432156182,654321,297.1,307.8,1477,36.6,177,0,0
9004,65432156183,654321,297.1,307.9,1342,49.1,179,0,0
9005,78912323864,789123,297.1,307.8,1538,34.3,181,0,0
9006,65432156185,654321,297.2,307.9,1337,58.1,184,0,0
9007,65432156186,654321,297.3,307.9,1417,41.8,186,0,0
9008,65432156187,654321,297.4,308,1383,46.2,188,0,0
9009,78912323868,789123,297.4,308,1440,42.4,190,0,0
9010,65432156189,654321,297.3,307.9,1579,34.4,193,0,0
9011,65432156190,654321,297.2,307.9,1441,40,195,0,0
9012,78912323871,789123,297.2,307.9,1530,35.9,197,0,0
9013,65432156192,654321,297.2,308,1705,26,200,0,0
9014,12345638427,123456,297.2,308,1435,43,202,0,0
9015,78912323874,789123,297.2,308.1,1340,61.3,207,1,2
9016,65432156195,654321,297.2,308.1,1431,49.7,210,1,0
9017,65432156196,654321,297.3,308.2,1396,52.7,212,1,2
9018,78912323877,789123,297.3,308.1,1369,52,214,0,0
